mock230-selftest-evidence-v1
wire	osrs239
003483	PASS	2doserangerspotion resolves for [proc,gwd_prison_ranger_main] boundary roll 54
003484	PASS	[proc,gwd_prison_ranger_main] boundary roll 54 drops a positive quantity of 2doserangerspotion (expected id 171, first id 171)
003485	PASS	[proc,gwd_prison_ranger_main] boundary roll 64 executes
003486	PASS	2doserangerspotion resolves for [proc,gwd_prison_ranger_main] boundary roll 64
003487	PASS	[proc,gwd_prison_ranger_main] boundary roll 64 drops a positive quantity of 2doserangerspotion (expected id 171, first id 171)
003488	PASS	[proc,gwd_prison_ranger_main] boundary roll 65 executes
003489	PASS	1dose2defense resolves for [proc,gwd_prison_ranger_main] boundary roll 65
003490	PASS	[proc,gwd_prison_ranger_main] boundary roll 65 drops a positive quantity of 1dose2defense (expected id 167, first id 167)
003491	PASS	[proc,gwd_prison_ranger_main] boundary roll 66 executes
003492	PASS	1dose2defense resolves for [proc,gwd_prison_ranger_main] boundary roll 66
003493	PASS	[proc,gwd_prison_ranger_main] boundary roll 66 drops a positive quantity of 1dose2defense (expected id 167, first id 167)
003494	PASS	[proc,gwd_prison_ranger_main] boundary roll 67 executes
003495	PASS	cert_adamantite_bar resolves for [proc,gwd_prison_ranger_main] boundary roll 67
003496	PASS	[proc,gwd_prison_ranger_main] boundary roll 67 drops a positive quantity of cert_adamantite_bar (expected id 2362, first id 2362)
003497	PASS	[proc,gwd_prison_ranger_main] boundary roll 74 executes
003498	PASS	cert_adamantite_bar resolves for [proc,gwd_prison_ranger_main] boundary roll 74
003499	PASS	[proc,gwd_prison_ranger_main] boundary roll 74 drops a positive quantity of cert_adamantite_bar (expected id 2362, first id 2362)
003500	PASS	[proc,gwd_prison_ranger_main] boundary roll 75 executes
003501	PASS	cert_blue_dragon_scale resolves for [proc,gwd_prison_ranger_main] boundary roll 75
003502	PASS	[proc,gwd_prison_ranger_main] boundary roll 75 drops a positive quantity of cert_blue_dragon_scale (expected id 244, first id 244)
003503	PASS	[proc,gwd_prison_ranger_main] boundary roll 81 executes
003504	PASS	cert_blue_dragon_scale resolves for [proc,gwd_prison_ranger_main] boundary roll 81
003505	PASS	[proc,gwd_prison_ranger_main] boundary roll 81 drops a positive quantity of cert_blue_dragon_scale (expected id 244, first id 244)
003506	PASS	[proc,gwd_prison_ranger_main] boundary roll 82 executes
003507	PASS	cert_coal resolves for [proc,gwd_prison_ranger_main] boundary roll 82
003508	PASS	[proc,gwd_prison_ranger_main] boundary roll 82 drops a positive quantity of cert_coal (expected id 454, first id 454)
003509	PASS	[proc,gwd_prison_ranger_main] boundary roll 89 executes
003510	PASS	cert_coal resolves for [proc,gwd_prison_ranger_main] boundary roll 89
003511	PASS	[proc,gwd_prison_ranger_main] boundary roll 89 drops a positive quantity of cert_coal (expected id 454, first id 454)
003512	PASS	[proc,gwd_prison_ranger_main] boundary roll 90 executes
003513	PASS	dragonhide_body resolves for [proc,gwd_prison_ranger_main] boundary roll 90
003514	PASS	[proc,gwd_prison_ranger_main] boundary roll 90 drops a positive quantity of dragonhide_body (expected id 1135, first id 1135)
003515	PASS	[proc,gwd_prison_ranger_main] boundary roll 96 executes
003516	PASS	dragonhide_body resolves for [proc,gwd_prison_ranger_main] boundary roll 96
003517	PASS	[proc,gwd_prison_ranger_main] boundary roll 96 drops a positive quantity of dragonhide_body (expected id 1135, first id 1135)
003518	PASS	[proc,gwd_prison_ranger_main] boundary roll 97 executes
003519	PASS	mithril_longsword resolves for [proc,gwd_prison_ranger_main] boundary roll 97
003520	PASS	[proc,gwd_prison_ranger_main] boundary roll 97 drops a positive quantity of mithril_longsword (expected id 1299, first id 1299)
003521	PASS	[proc,gwd_prison_ranger_main] boundary roll 111 executes
003522	PASS	mithril_longsword resolves for [proc,gwd_prison_ranger_main] boundary roll 111
003523	PASS	[proc,gwd_prison_ranger_main] boundary roll 111 drops a positive quantity of mithril_longsword (expected id 1299, first id 1299)
003524	PASS	[proc,gwd_prison_ranger_main] boundary roll 112 executes
003525	PASS	nihil_shard resolves for [proc,gwd_prison_ranger_main] boundary roll 112
003526	PASS	[proc,gwd_prison_ranger_main] boundary roll 112 drops a positive quantity of nihil_shard (expected id 26231, first id 26231)
003527	PASS	[proc,gwd_prison_ranger_main] boundary roll 113 executes
003528	PASS	cert_blankrune_high resolves for [proc,gwd_prison_ranger_main] boundary roll 113
003529	PASS	[proc,gwd_prison_ranger_main] boundary roll 113 drops a positive quantity of cert_blankrune_high (expected id 7937, first id 7937)
003530	PASS	[proc,gwd_prison_ranger_main] boundary roll 120 executes
003531	PASS	cert_blankrune_high resolves for [proc,gwd_prison_ranger_main] boundary roll 120
003532	PASS	[proc,gwd_prison_ranger_main] boundary roll 120 drops a positive quantity of cert_blankrune_high (expected id 7937, first id 7937)
003533	PASS	[proc,gwd_prison_ranger_main] boundary roll 121 executes
003534	PASS	uncut_diamond resolves for [proc,gwd_prison_ranger_main] boundary roll 121
003535	PASS	[proc,gwd_prison_ranger_main] boundary roll 121 drops a positive quantity of uncut_diamond (expected id 1617, first id 1617)
003536	PASS	[proc,gwd_prison_ranger_main] boundary roll 124 executes
003537	PASS	uncut_diamond resolves for [proc,gwd_prison_ranger_main] boundary roll 124
003538	PASS	[proc,gwd_prison_ranger_main] boundary roll 124 drops a positive quantity of uncut_diamond (expected id 1617, first id 1617)
003539	PASS	[proc,gwd_prison_ranger_main] boundary roll 125 executes
003540	PASS	shark resolves for [proc,gwd_prison_ranger_main] boundary roll 125
003541	PASS	[proc,gwd_prison_ranger_main] boundary roll 125 drops a positive quantity of shark (expected id 385, first id 385)
003542	PASS	[proc,gwd_prison_mage_main] boundary roll 0 executes
003543	PASS	airrune resolves for [proc,gwd_prison_mage_main] boundary roll 0
003544	PASS	[proc,gwd_prison_mage_main] boundary roll 0 drops a positive quantity of airrune (expected id 556, first id 556)
003545	PASS	[proc,gwd_prison_mage_main] boundary roll 6 executes
003546	PASS	airrune resolves for [proc,gwd_prison_mage_main] boundary roll 6
003547	PASS	[proc,gwd_prison_mage_main] boundary roll 6 drops a positive quantity of airrune (expected id 556, first id 556)
003548	PASS	[proc,gwd_prison_mage_main] boundary roll 7 executes
003549	PASS	astralrune resolves for [proc,gwd_prison_mage_main] boundary roll 7
003550	PASS	[proc,gwd_prison_mage_main] boundary roll 7 drops a positive quantity of astralrune (expected id 9075, first id 9075)
003551	PASS	[proc,gwd_prison_mage_main] boundary roll 21 executes
003552	PASS	astralrune resolves for [proc,gwd_prison_mage_main] boundary roll 21
003553	PASS	[proc,gwd_prison_mage_main] boundary roll 21 drops a positive quantity of astralrune (expected id 9075, first id 9075)
003554	PASS	[proc,gwd_prison_mage_main] boundary roll 22 executes
003555	PASS	bloodrune resolves for [proc,gwd_prison_mage_main] boundary roll 22
003556	PASS	[proc,gwd_prison_mage_main] boundary roll 22 drops a positive quantity of bloodrune (expected id 565, first id 565)
003557	PASS	[proc,gwd_prison_mage_main] boundary roll 23 executes
003558	PASS	bloodrune resolves for [proc,gwd_prison_mage_main] boundary roll 23
003559	PASS	[proc,gwd_prison_mage_main] boundary roll 23 drops a positive quantity of bloodrune (expected id 565, first id 565)
003560	PASS	[proc,gwd_prison_mage_main] boundary roll 24 executes
003561	PASS	lavarune resolves for [proc,gwd_prison_mage_main] boundary roll 24
003562	PASS	[proc,gwd_prison_mage_main] boundary roll 24 drops a positive quantity of lavarune (expected id 4699, first id 4699)
003563	PASS	[proc,gwd_prison_mage_main] boundary roll 32 executes
003564	PASS	lavarune resolves for [proc,gwd_prison_mage_main] boundary roll 32
003565	PASS	[proc,gwd_prison_mage_main] boundary roll 32 drops a positive quantity of lavarune (expected id 4699, first id 4699)
003566	PASS	[proc,gwd_prison_mage_main] boundary roll 33 executes
003567	PASS	deathrune resolves for [proc,gwd_prison_mage_main] boundary roll 33
003568	PASS	[proc,gwd_prison_mage_main] boundary roll 33 drops a positive quantity of deathrune (expected id 560, first id 560)
003569	PASS	[proc,gwd_prison_mage_main] boundary roll 36 executes
003570	PASS	deathrune resolves for [proc,gwd_prison_mage_main] boundary roll 36
003571	PASS	[proc,gwd_prison_mage_main] boundary roll 36 drops a positive quantity of deathrune (expected id 560, first id 560)
003572	PASS	[proc,gwd_prison_mage_main] boundary roll 37 executes
003573	PASS	mudrune resolves for [proc,gwd_prison_mage_main] boundary roll 37
003574	PASS	[proc,gwd_prison_mage_main] boundary roll 37 drops a positive quantity of mudrune (expected id 4698, first id 4698)
003575	PASS	[proc,gwd_prison_mage_main] boundary roll 43 executes
003576	PASS	mudrune resolves for [proc,gwd_prison_mage_main] boundary roll 43
003577	PASS	[proc,gwd_prison_mage_main] boundary roll 43 drops a positive quantity of mudrune (expected id 4698, first id 4698)
003578	PASS	[proc,gwd_prison_mage_main] boundary roll 44 executes
003579	PASS	smokerune resolves for [proc,gwd_prison_mage_main] boundary roll 44
003580	PASS	[proc,gwd_prison_mage_main] boundary roll 44 drops a positive quantity of smokerune (expected id 4697, first id 4697)
003581	PASS	[proc,gwd_prison_mage_main] boundary roll 45 executes
003582	PASS	smokerune resolves for [proc,gwd_prison_mage_main] boundary roll 45
003583	PASS	[proc,gwd_prison_mage_main] boundary roll 45 drops a positive quantity of smokerune (expected id 4697, first id 4697)
003584	PASS	[proc,gwd_prison_mage_main] boundary roll 46 executes
003585	PASS	soulrune resolves for [proc,gwd_prison_mage_main] boundary roll 46
003586	PASS	[proc,gwd_prison_mage_main] boundary roll 46 drops a positive quantity of soulrune (expected id 566, first id 566)
003587	PASS	[proc,gwd_prison_mage_main] boundary roll 48 executes
003588	PASS	soulrune resolves for [proc,gwd_prison_mage_main] boundary roll 48
003589	PASS	[proc,gwd_prison_mage_main] boundary roll 48 drops a positive quantity of soulrune (expected id 566, first id 566)
003590	PASS	[proc,gwd_prison_mage_main] boundary roll 49 executes
003591	PASS	[proc,gwd_prison_mage_main] boundary roll 49 reaches a nested rare drop
003592	PASS	[proc,gwd_prison_mage_main] boundary roll 58 executes
003593	PASS	[proc,gwd_prison_mage_main] boundary roll 58 reaches a nested rare drop
003594	PASS	[proc,gwd_prison_mage_main] boundary roll 59 executes
003595	PASS	coins resolves for [proc,gwd_prison_mage_main] boundary roll 59
003596	PASS	[proc,gwd_prison_mage_main] boundary roll 59 drops a positive quantity of coins (expected id 995, first id 995)
003597	PASS	[proc,gwd_prison_mage_main] boundary roll 64 executes
003598	PASS	coins resolves for [proc,gwd_prison_mage_main] boundary roll 64
003599	PASS	[proc,gwd_prison_mage_main] boundary roll 64 drops a positive quantity of coins (expected id 995, first id 995)
003600	PASS	[proc,gwd_prison_mage_main] boundary roll 65 executes
003601	PASS	coins resolves for [proc,gwd_prison_mage_main] boundary roll 65
003602	PASS	[proc,gwd_prison_mage_main] boundary roll 65 drops a positive quantity of coins (expected id 995, first id 995)
003603	PASS	[proc,gwd_prison_mage_main] boundary roll 66 executes
003604	PASS	coins resolves for [proc,gwd_prison_mage_main] boundary roll 66
003605	PASS	[proc,gwd_prison_mage_main] boundary roll 66 drops a positive quantity of coins (expected id 995, first id 995)
003606	PASS	[proc,gwd_prison_mage_main] boundary roll 67 executes
003607	PASS	3dose2defense resolves for [proc,gwd_prison_mage_main] boundary roll 67
003608	PASS	[proc,gwd_prison_mage_main] boundary roll 67 drops a positive quantity of 3dose2defense (expected id 163, first id 163)
003609	PASS	[proc,gwd_prison_mage_main] boundary roll 68 executes
003610	PASS	3dose2defense resolves for [proc,gwd_prison_mage_main] boundary roll 68
003611	PASS	[proc,gwd_prison_mage_main] boundary roll 68 drops a positive quantity of 3dose2defense (expected id 163, first id 163)
003612	PASS	[proc,gwd_prison_mage_main] boundary roll 69 executes
003613	PASS	3dose2restore resolves for [proc,gwd_prison_mage_main] boundary roll 69
003614	PASS	[proc,gwd_prison_mage_main] boundary roll 69 drops a positive quantity of 3dose2restore (expected id 3026, first id 3026)
003615	PASS	[proc,gwd_prison_mage_main] boundary roll 77 executes
003616	PASS	3dose2restore resolves for [proc,gwd_prison_mage_main] boundary roll 77
003617	PASS	[proc,gwd_prison_mage_main] boundary roll 77 drops a positive quantity of 3dose2restore (expected id 3026, first id 3026)
003618	PASS	[proc,gwd_prison_mage_main] boundary roll 78 executes
003619	PASS	2doseancientbrew resolves for [proc,gwd_prison_mage_main] boundary roll 78
003620	PASS	[proc,gwd_prison_mage_main] boundary roll 78 drops a positive quantity of 2doseancientbrew (expected id 26344, first id 26344)
003621	PASS	[proc,gwd_prison_mage_main] boundary roll 88 executes
003622	PASS	2doseancientbrew resolves for [proc,gwd_prison_mage_main] boundary roll 88
003623	PASS	[proc,gwd_prison_mage_main] boundary roll 88 drops a positive quantity of 2doseancientbrew (expected id 26344, first id 26344)
003624	PASS	[proc,gwd_prison_mage_main] boundary roll 89 executes
003625	PASS	3doseancientbrew resolves for [proc,gwd_prison_mage_main] boundary roll 89
003626	PASS	[proc,gwd_prison_mage_main] boundary roll 89 drops a positive quantity of 3doseancientbrew (expected id 26342, first id 26342)
003627	PASS	[proc,gwd_prison_mage_main] boundary roll 92 executes
003628	PASS	3doseancientbrew resolves for [proc,gwd_prison_mage_main] boundary roll 92
003629	PASS	[proc,gwd_prison_mage_main] boundary roll 92 drops a positive quantity of 3doseancientbrew (expected id 26342, first id 26342)
003630	PASS	[proc,gwd_prison_mage_main] boundary roll 93 executes
003631	PASS	cert_adamantite_bar resolves for [proc,gwd_prison_mage_main] boundary roll 93
003632	PASS	[proc,gwd_prison_mage_main] boundary roll 93 drops a positive quantity of cert_adamantite_bar (expected id 2362, first id 2362)
003633	PASS	[proc,gwd_prison_mage_main] boundary roll 100 executes
003634	PASS	cert_adamantite_bar resolves for [proc,gwd_prison_mage_main] boundary roll 100
003635	PASS	[proc,gwd_prison_mage_main] boundary roll 100 drops a positive quantity of cert_adamantite_bar (expected id 2362, first id 2362)
003636	PASS	[proc,gwd_prison_mage_main] boundary roll 101 executes
003637	PASS	blood_essence_inactive resolves for [proc,gwd_prison_mage_main] boundary roll 101
003638	PASS	[proc,gwd_prison_mage_main] boundary roll 101 drops a positive quantity of blood_essence_inactive (expected id 26390, first id 26390)
003639	PASS	[proc,gwd_prison_mage_main] boundary roll 102 executes
003640	PASS	cert_coal resolves for [proc,gwd_prison_mage_main] boundary roll 102
003641	PASS	[proc,gwd_prison_mage_main] boundary roll 102 drops a positive quantity of cert_coal (expected id 454, first id 454)
003642	PASS	[proc,gwd_prison_mage_main] boundary roll 109 executes
003643	PASS	cert_coal resolves for [proc,gwd_prison_mage_main] boundary roll 109
003644	PASS	[proc,gwd_prison_mage_main] boundary roll 109 drops a positive quantity of cert_coal (expected id 454, first id 454)
003645	PASS	[proc,gwd_prison_mage_main] boundary roll 110 executes
003646	PASS	nihil_shard resolves for [proc,gwd_prison_mage_main] boundary roll 110
003647	PASS	[proc,gwd_prison_mage_main] boundary roll 110 drops a positive quantity of nihil_shard (expected id 26231, first id 26231)
003648	PASS	[proc,gwd_prison_mage_main] boundary roll 111 executes
003649	PASS	cert_blankrune_high resolves for [proc,gwd_prison_mage_main] boundary roll 111
003650	PASS	[proc,gwd_prison_mage_main] boundary roll 111 drops a positive quantity of cert_blankrune_high (expected id 7937, first id 7937)
003651	PASS	[proc,gwd_prison_mage_main] boundary roll 125 executes
003652	PASS	cert_blankrune_high resolves for [proc,gwd_prison_mage_main] boundary roll 125
003653	PASS	[proc,gwd_prison_mage_main] boundary roll 125 drops a positive quantity of cert_blankrune_high (expected id 7937, first id 7937)
003654	PASS	[proc,gwd_prison_reaver_main] boundary roll 0 executes
003655	PASS	airrune resolves for [proc,gwd_prison_reaver_main] boundary roll 0
003656	PASS	[proc,gwd_prison_reaver_main] boundary roll 0 drops a positive quantity of airrune (expected id 556, first id 556)
003657	PASS	[proc,gwd_prison_reaver_main] boundary roll 1 executes
003658	PASS	airrune resolves for [proc,gwd_prison_reaver_main] boundary roll 1
003659	PASS	[proc,gwd_prison_reaver_main] boundary roll 1 drops a positive quantity of airrune (expected id 556, first id 556)
003660	PASS	[proc,gwd_prison_reaver_main] boundary roll 2 executes
003661	PASS	airrune resolves for [proc,gwd_prison_reaver_main] boundary roll 2
003662	PASS	[proc,gwd_prison_reaver_main] boundary roll 2 drops a positive quantity of airrune (expected id 556, first id 556)
003663	PASS	[proc,gwd_prison_reaver_main] boundary roll 8 executes
003664	PASS	airrune resolves for [proc,gwd_prison_reaver_main] boundary roll 8
003665	PASS	[proc,gwd_prison_reaver_main] boundary roll 8 drops a positive quantity of airrune (expected id 556, first id 556)
003666	PASS	[proc,gwd_prison_reaver_main] boundary roll 9 executes
003667	PASS	astralrune resolves for [proc,gwd_prison_reaver_main] boundary roll 9
003668	PASS	[proc,gwd_prison_reaver_main] boundary roll 9 drops a positive quantity of astralrune (expected id 9075, first id 9075)
003669	PASS	[proc,gwd_prison_reaver_main] boundary roll 23 executes
003670	PASS	astralrune resolves for [proc,gwd_prison_reaver_main] boundary roll 23
003671	PASS	[proc,gwd_prison_reaver_main] boundary roll 23 drops a positive quantity of astralrune (expected id 9075, first id 9075)
003672	PASS	[proc,gwd_prison_reaver_main] boundary roll 24 executes
003673	PASS	bloodrune resolves for [proc,gwd_prison_reaver_main] boundary roll 24
003674	PASS	[proc,gwd_prison_reaver_main] boundary roll 24 drops a positive quantity of bloodrune (expected id 565, first id 565)
003675	PASS	[proc,gwd_prison_reaver_main] boundary roll 25 executes
003676	PASS	bloodrune resolves for [proc,gwd_prison_reaver_main] boundary roll 25
003677	PASS	[proc,gwd_prison_reaver_main] boundary roll 25 drops a positive quantity of bloodrune (expected id 565, first id 565)
003678	PASS	[proc,gwd_prison_reaver_main] boundary roll 26 executes
003679	PASS	chaosrune resolves for [proc,gwd_prison_reaver_main] boundary roll 26
003680	PASS	[proc,gwd_prison_reaver_main] boundary roll 26 drops a positive quantity of chaosrune (expected id 562, first id 562)
003681	PASS	[proc,gwd_prison_reaver_main] boundary roll 28 executes
003682	PASS	chaosrune resolves for [proc,gwd_prison_reaver_main] boundary roll 28
003683	PASS	[proc,gwd_prison_reaver_main] boundary roll 28 drops a positive quantity of chaosrune (expected id 562, first id 562)
003684	PASS	[proc,gwd_prison_reaver_main] boundary roll 29 executes
003685	PASS	mindrune resolves for [proc,gwd_prison_reaver_main] boundary roll 29
003686	PASS	[proc,gwd_prison_reaver_main] boundary roll 29 drops a positive quantity of mindrune (expected id 558, first id 558)
003687	PASS	[proc,gwd_prison_reaver_main] boundary roll 32 executes
003688	PASS	mindrune resolves for [proc,gwd_prison_reaver_main] boundary roll 32
003689	PASS	[proc,gwd_prison_reaver_main] boundary roll 32 drops a positive quantity of mindrune (expected id 558, first id 558)
003690	PASS	[proc,gwd_prison_reaver_main] boundary roll 33 executes
003691	PASS	mudrune resolves for [proc,gwd_prison_reaver_main] boundary roll 33
003692	PASS	[proc,gwd_prison_reaver_main] boundary roll 33 drops a positive quantity of mudrune (expected id 4698, first id 4698)
003693	PASS	[proc,gwd_prison_reaver_main] boundary roll 39 executes
003694	PASS	mudrune resolves for [proc,gwd_prison_reaver_main] boundary roll 39
003695	PASS	[proc,gwd_prison_reaver_main] boundary roll 39 drops a positive quantity of mudrune (expected id 4698, first id 4698)
003696	PASS	[proc,gwd_prison_reaver_main] boundary roll 40 executes
003697	PASS	naturerune resolves for [proc,gwd_prison_reaver_main] boundary roll 40
003698	PASS	[proc,gwd_prison_reaver_main] boundary roll 40 drops a positive quantity of naturerune (expected id 561, first id 561)
003699	PASS	[proc,gwd_prison_reaver_main] boundary roll 43 executes
003700	PASS	naturerune resolves for [proc,gwd_prison_reaver_main] boundary roll 43
003701	PASS	[proc,gwd_prison_reaver_main] boundary roll 43 drops a positive quantity of naturerune (expected id 561, first id 561)
003702	PASS	[proc,gwd_prison_reaver_main] boundary roll 44 executes
003703	PASS	[proc,gwd_prison_reaver_main] boundary roll 44 reaches a nested rare drop
003704	PASS	[proc,gwd_prison_reaver_main] boundary roll 53 executes
003705	PASS	[proc,gwd_prison_reaver_main] boundary roll 53 reaches a nested rare drop
003706	PASS	[proc,gwd_prison_reaver_main] boundary roll 54 executes
003707	PASS	coins resolves for [proc,gwd_prison_reaver_main] boundary roll 54
003708	PASS	[proc,gwd_prison_reaver_main] boundary roll 54 drops a positive quantity of coins (expected id 995, first id 995)
003709	PASS	[proc,gwd_prison_reaver_main] boundary roll 55 executes
003710	PASS	coins resolves for [proc,gwd_prison_reaver_main] boundary roll 55
003711	PASS	[proc,gwd_prison_reaver_main] boundary roll 55 drops a positive quantity of coins (expected id 995, first id 995)
003712	PASS	[proc,gwd_prison_reaver_main] boundary roll 56 executes
003713	PASS	coins resolves for [proc,gwd_prison_reaver_main] boundary roll 56
003714	PASS	[proc,gwd_prison_reaver_main] boundary roll 56 drops a positive quantity of coins (expected id 995, first id 995)
003715	PASS	[proc,gwd_prison_reaver_main] boundary roll 64 executes
003716	PASS	coins resolves for [proc,gwd_prison_reaver_main] boundary roll 64
003717	PASS	[proc,gwd_prison_reaver_main] boundary roll 64 drops a positive quantity of coins (expected id 995, first id 995)
003718	PASS	[proc,gwd_prison_reaver_main] boundary roll 65 executes
003719	PASS	coins resolves for [proc,gwd_prison_reaver_main] boundary roll 65
003720	PASS	[proc,gwd_prison_reaver_main] boundary roll 65 drops a positive quantity of coins (expected id 995, first id 995)
003721	PASS	[proc,gwd_prison_reaver_main] boundary roll 70 executes
003722	PASS	coins resolves for [proc,gwd_prison_reaver_main] boundary roll 70
003723	PASS	[proc,gwd_prison_reaver_main] boundary roll 70 drops a positive quantity of coins (expected id 995, first id 995)
003724	PASS	[proc,gwd_prison_reaver_main] boundary roll 71 executes
003725	PASS	1dose1magic resolves for [proc,gwd_prison_reaver_main] boundary roll 71
003726	PASS	[proc,gwd_prison_reaver_main] boundary roll 71 drops a positive quantity of 1dose1magic (expected id 3046, first id 3046)
003727	PASS	[proc,gwd_prison_reaver_main] boundary roll 81 executes
003728	PASS	1dose1magic resolves for [proc,gwd_prison_reaver_main] boundary roll 81
003729	PASS	[proc,gwd_prison_reaver_main] boundary roll 81 drops a positive quantity of 1dose1magic (expected id 3046, first id 3046)
003730	PASS	[proc,gwd_prison_reaver_main] boundary roll 82 executes
003731	PASS	1dose2defense resolves for [proc,gwd_prison_reaver_main] boundary roll 82
003732	PASS	[proc,gwd_prison_reaver_main] boundary roll 82 drops a positive quantity of 1dose2defense (expected id 167, first id 167)
003733	PASS	[proc,gwd_prison_reaver_main] boundary roll 83 executes
003734	PASS	1dose2defense resolves for [proc,gwd_prison_reaver_main] boundary roll 83
003735	PASS	[proc,gwd_prison_reaver_main] boundary roll 83 drops a positive quantity of 1dose2defense (expected id 167, first id 167)
003736	PASS	[proc,gwd_prison_reaver_main] boundary roll 84 executes
003737	PASS	2doseprayerrestore resolves for [proc,gwd_prison_reaver_main] boundary roll 84
003738	PASS	[proc,gwd_prison_reaver_main] boundary roll 84 drops a positive quantity of 2doseprayerrestore (expected id 141, first id 141)
003739	PASS	[proc,gwd_prison_reaver_main] boundary roll 92 executes
003740	PASS	2doseprayerrestore resolves for [proc,gwd_prison_reaver_main] boundary roll 92
003741	PASS	[proc,gwd_prison_reaver_main] boundary roll 92 drops a positive quantity of 2doseprayerrestore (expected id 141, first id 141)
003742	PASS	[proc,gwd_prison_reaver_main] boundary roll 93 executes
003743	PASS	cert_adamantite_bar resolves for [proc,gwd_prison_reaver_main] boundary roll 93
003744	PASS	[proc,gwd_prison_reaver_main] boundary roll 93 drops a positive quantity of cert_adamantite_bar (expected id 2362, first id 2362)
003745	PASS	[proc,gwd_prison_reaver_main] boundary roll 100 executes
003746	PASS	cert_adamantite_bar resolves for [proc,gwd_prison_reaver_main] boundary roll 100
003747	PASS	[proc,gwd_prison_reaver_main] boundary roll 100 drops a positive quantity of cert_adamantite_bar (expected id 2362, first id 2362)
003748	PASS	[proc,gwd_prison_reaver_main] boundary roll 101 executes
003749	PASS	blood_essence_inactive resolves for [proc,gwd_prison_reaver_main] boundary roll 101
003750	PASS	[proc,gwd_prison_reaver_main] boundary roll 101 drops a positive quantity of blood_essence_inactive (expected id 26390, first id 26390)
003751	PASS	[proc,gwd_prison_reaver_main] boundary roll 102 executes
003752	PASS	cert_coal resolves for [proc,gwd_prison_reaver_main] boundary roll 102
003753	PASS	[proc,gwd_prison_reaver_main] boundary roll 102 drops a positive quantity of cert_coal (expected id 454, first id 454)
003754	PASS	[proc,gwd_prison_reaver_main] boundary roll 109 executes
003755	PASS	cert_coal resolves for [proc,gwd_prison_reaver_main] boundary roll 109
003756	PASS	[proc,gwd_prison_reaver_main] boundary roll 109 drops a positive quantity of cert_coal (expected id 454, first id 454)
003757	PASS	[proc,gwd_prison_reaver_main] boundary roll 110 executes
003758	PASS	nihil_shard resolves for [proc,gwd_prison_reaver_main] boundary roll 110
003759	PASS	[proc,gwd_prison_reaver_main] boundary roll 110 drops a positive quantity of nihil_shard (expected id 26231, first id 26231)
003760	PASS	[proc,gwd_prison_reaver_main] boundary roll 111 executes
003761	PASS	cactus_potato resolves for [proc,gwd_prison_reaver_main] boundary roll 111
003762	PASS	[proc,gwd_prison_reaver_main] boundary roll 111 drops a positive quantity of cactus_potato (expected id 3138, first id 3138)
003763	PASS	[proc,gwd_prison_reaver_main] boundary roll 117 executes
003764	PASS	cactus_potato resolves for [proc,gwd_prison_reaver_main] boundary roll 117
003765	PASS	[proc,gwd_prison_reaver_main] boundary roll 117 drops a positive quantity of cactus_potato (expected id 3138, first id 3138)
003766	PASS	[proc,gwd_prison_reaver_main] boundary roll 118 executes
003767	PASS	cert_blankrune_high resolves for [proc,gwd_prison_reaver_main] boundary roll 118
003768	PASS	[proc,gwd_prison_reaver_main] boundary roll 118 drops a positive quantity of cert_blankrune_high (expected id 7937, first id 7937)
003769	PASS	[proc,gwd_prison_reaver_main] boundary roll 125 executes
003770	PASS	cert_blankrune_high resolves for [proc,gwd_prison_reaver_main] boundary roll 125
003771	PASS	[proc,gwd_prison_reaver_main] boundary roll 125 drops a positive quantity of cert_blankrune_high (expected id 7937, first id 7937)
003772	PASS	ordinary Blood Reaver real death hook executes
003773	PASS	ordinary Blood Reaver death always drops one malicious ashes (obj 25772, slot 2256)
003774	PASS	Rag and Bone Man GWD goblin prerequisite symbols resolve
003775	PASS	GWD goblin real death hook executes for Rag and Bone Man case 0
003776	PASS	Rag goblin bone quest/submitted/owned 0/0/0 drops iff collectible (0, got 0)
003777	PASS	GWD goblin real death hook executes for Rag and Bone Man case 1
003778	PASS	Rag goblin bone quest/submitted/owned 1/0/0 drops iff collectible (1, got 1)
003779	PASS	GWD goblin real death hook executes for Rag and Bone Man case 2
003780	PASS	Rag goblin bone quest/submitted/owned 1/1/0 drops iff collectible (0, got 0)
003781	PASS	GWD goblin real death hook executes for Rag and Bone Man case 3
003782	PASS	Rag goblin bone quest/submitted/owned 1/0/1 drops iff collectible (0, got 0)
003783	PASS	Nex common category 0 executes
003784	PASS	Nex common object airrune resolves
003785	PASS	Nex common category 0 drops airrune
003786	PASS	Nex common category 0 scales to 10, got 10
003787	PASS	Nex common category 0 is private to the contributor
003788	PASS	Nex common category 1 executes
003789	PASS	Nex common object firerune resolves
003790	PASS	Nex common category 1 drops firerune
003791	PASS	Nex common category 1 scales to 10, got 10
003792	PASS	Nex common category 1 is private to the contributor
003793	PASS	Nex common category 2 executes
003794	PASS	Nex common object bloodrune resolves
003795	PASS	Nex common category 2 drops bloodrune
003796	PASS	Nex common category 2 scales to 10, got 10
003797	PASS	Nex common category 2 is private to the contributor
003798	PASS	Nex common category 3 executes
003799	PASS	Nex common object deathrune resolves
003800	PASS	Nex common category 3 drops deathrune
003801	PASS	Nex common category 3 scales to 10, got 10
003802	PASS	Nex common category 3 is private to the contributor
003803	PASS	Nex common category 4 executes
003804	PASS	Nex common object waterrune resolves
