id,name,examine,cost,is_members,tradeable,ge_tradeable,stacking_behaviour,team,weight,category,shift_click_drop_index,noted_id,noted_template,placeholder_id,placeholder_template,bought_id,bought_template,inv_model,wearpos_1,wearpos_2,wearpos_3,male_model_0,male_model_1,male_model_2,male_head_model,male_head_model_2,male_offset,female_model_0,female_model_1,female_model_2,female_head_model,female_head_model_2,female_offset,zoom2d,xan2d,yan2d,zan2d,offset_x2d,offset_y2d,resize_x,resize_y,resize_z,ambient,contrast,recolors,retextures,ground_op1,ground_op2,ground_op3,ground_op4,ground_op5,inv_op1,inv_op2,inv_op3,inv_op4,inv_op5,stack_ids,stack_counts,params,record_bytes,decoded_bytes,stop_opcode
33430,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33428,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33431,Trinket of vengeance (1),A magic rock! This one casts the Vengeance spell and has one charge remaining.,1,true,true,true,0,0,1000,0,-2,33432,-1,33433,-1,-1,-1,49495,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1414,324,95,0,0,16,128,128,128,0,0,,,,,,,,Cast,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,568=1,149,149,-1
33432,null,,1,false,true,false,0,0,0,0,-2,33431,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33433,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33431,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33434,Uncharged trident (o),"It needs to be charged with death runes, chaos runes, fire runes and coins.",68000,true,false,false,0,0,1814,1,-2,-1,-1,-1,-1,-1,-1,60200,3,-1,-1,60292,-1,-1,-1,-1,0,60293,-1,-1,-1,-1,0,2237,512,1535,13,0,7,128,128,128,-10,0,,,,,,,,,Wield,Check,,Dismantle,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,434=6;14=4;13=7;3=15;8=15;5=2;6=3;7=1;451=Check,245,245,-1
33435,Null,null,1,true,false,false,0,0,453,15,-2,-1,-1,-1,-1,-1,-1,55645,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2086,332,1290,0,-8,0,128,128,128,15,50,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,40,40,-1
33436,null,,1,false,false,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,12856,3,-1,-1,60479,-1,-1,-1,-1,0,60479,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,15,15,-1
33437,Sulphurous fertiliser,Used in the farming industry of Hosidius.,48,true,false,false,0,0,3050,0,-2,-1,-1,33438,-1,-1,-1,7177,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1020,204,1660,0,0,-18,128,128,128,0,0,8724>10291,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,101,101,-1
33438,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33437,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33439,Oathplate slayer helmet (i),You really don't want to wear it inside-out.,90000,true,false,false,0,0,2267,2,-2,-1,-1,33440,-1,-1,-1,60169,0,8,11,60259,-1,-1,60245,-1,0,60305,-1,-1,60245,-1,0,921,0,1885,0,1,-3,128,128,128,0,0,4550>0,,,,,,,,Wear,Check,Disassemble,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,4=3;3=3;5=30;6=32;7=27;9=30;8=10;385=1;258=13;453=Check;454=Partner;455=Log,263,263,-1
33440,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33439,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33441,Oathplate slayer helmet (i),You really don't want to wear it inside-out.,90000,true,false,false,0,0,2267,2,-2,-1,-1,33442,-1,-1,-1,60169,0,8,11,60259,-1,-1,60245,-1,0,60305,-1,-1,60245,-1,0,921,0,1885,0,1,-3,128,128,128,0,0,4550>0,,,,,,,,Wear,Check,Disassemble,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,4=3;3=3;5=30;6=32;7=27;9=30;8=10;385=1;258=13;453=Check;454=Partner;455=Log,263,263,-1
33442,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33441,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33443,Oathplate slayer helmet (i),You don't want to wear it inside-out.,90000,true,false,false,0,0,2267,2,-2,-1,-1,33444,-1,-1,-1,60169,0,8,11,60259,-1,-1,60245,-1,0,60305,-1,-1,60245,-1,0,921,0,1885,0,1,-3,128,128,128,0,0,4550>0,,,,,,,,Wear,Check,Disassemble,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,4=3;3=3;5=30;6=32;7=27;9=30;8=10;385=1;258=13;453=Check;454=Partner;455=Log,256,256,-1
33444,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33443,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33445,Radiant slayer helmet (i),You don't want to wear it inside-out.,90000,true,false,false,0,0,2267,2,-2,-1,-1,33446,-1,-1,-1,60169,0,8,11,60259,-1,-1,60245,-1,0,60305,-1,-1,60245,-1,0,921,0,1885,0,1,-3,128,128,128,0,0,295>37999 289>37982 280>37974 148>64 142>55 274>37949 815>37848 152>64 284>37958 4550>0,,,,,,,,Wear,Check,Disassemble,Revert,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,4=3;3=3;5=30;6=32;7=27;9=30;8=10;385=1;258=13;453=Check;454=Partner;455=Log,298,298,-1
33446,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33445,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33447,Radiant slayer helmet (i),You don't want to wear it inside-out.,90000,true,false,false,0,0,2267,2,-2,-1,-1,33448,-1,-1,-1,60169,0,8,11,60259,-1,-1,60245,-1,0,60305,-1,-1,60245,-1,0,921,0,1885,0,1,-3,128,128,128,0,0,295>37999 289>37982 280>37974 148>64 142>55 274>37949 815>37848 152>64 284>37958 4550>0,,,,,,,,Wear,Check,Disassemble,Revert,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,4=3;3=3;5=30;6=32;7=27;9=30;8=10;385=1;258=13;453=Check;454=Partner;455=Log,298,298,-1
33448,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33447,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33449,Radiant slayer helmet (i),You don't want to wear it inside-out.,90000,true,false,false,0,0,2267,2,-2,-1,-1,33450,-1,-1,-1,60169,0,8,11,60259,-1,-1,60245,-1,0,60305,-1,-1,60245,-1,0,921,0,1885,0,1,-3,128,128,128,0,0,295>37999 289>37982 280>37974 148>64 142>55 274>37949 815>37848 152>64 284>37958 4550>0,,,,,,,,Wear,Check,Disassemble,Revert,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,4=3;3=3;5=30;6=32;7=27;9=30;8=10;385=1;258=13;453=Check;454=Partner;455=Log,298,298,-1
33450,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33449,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33451,Demonic pacts relic hunter (t1) armour set,"A set containing Demonic Pacts boots (t1), Demonic Pacts trousers (t1), Demonic Pacts top (t1) and Demonic Pacts hood (t1).",50000,true,true,true,0,0,50,1590,-2,33452,-1,33453,-1,-1,-1,60481,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1762,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,205,205,-1
33452,null,,1,false,true,false,0,0,0,0,-2,33451,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33453,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33451,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33454,Demonic pacts relic hunter (t2) armour set,"A set containing Demonic Pacts boots (t2), Demonic Pacts trousers (t2), Demonic Pacts top (t2) and Demonic Pacts hood (t2).",50000,true,true,true,0,0,50,1590,-2,33455,-1,33456,-1,-1,-1,60482,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1762,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,205,205,-1
33455,null,,1,false,true,false,0,0,0,0,-2,33454,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33456,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33454,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33457,Demonic pacts relic hunter (t3) armour set,"A set containing Demonic Pacts boots (t3), Demonic Pacts trousers (t3), Demonic Pacts top (t3) and Demonic Pacts hood (t3).",50000,true,true,true,0,0,50,1590,-2,33458,-1,33459,-1,-1,-1,60483,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1762,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,205,205,-1
33458,null,,1,false,true,false,0,0,0,0,-2,33457,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33459,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33457,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33460,Dragon crossbow,A dragon crossbow.,1,false,true,false,0,0,6000,37,-2,33461,-1,-1,-1,-1,-1,34662,3,-1,-1,34655,-1,-1,-1,-1,0,42612,-1,-1,-1,-1,0,926,432,258,0,0,3,128,128,128,0,0,,,,,,,,,Wield,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,4=94;13=7;14=6;1564=3;434=4;1562=5;1563=64;23=64;295=1;59=1;403=1,169,169,-1
33461,null,,1,false,true,false,0,0,0,0,-2,33460,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33462,Oathplate helm,A helm forged from infernal metal.,100,false,true,false,0,0,2721,2,-2,33463,-1,-1,-1,-1,-1,56221,0,8,11,56300,-1,-1,8363,-1,0,56294,-1,-1,8363,-1,0,900,71,183,0,0,-2,128,128,128,10,75,,,,,,,,,Wear,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,10=6;1=10;3=-2;4=-7;5=50;6=72;7=45;8=0;9=50;295=1;59=1;403=1,210,210,-1
33463,null,,1,false,true,false,0,0,0,0,-2,33462,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33464,Void melee helm (l) (broken),A broken melee helm from the order of the Void Knights.,1,true,false,false,0,0,453,2,-2,-1,-1,33465,-1,-1,-1,27166,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,620,88,188,0,3,-1,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,129,129,-1
33465,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33464,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33466,Void melee helm (l) (mangled),A mangled melee helm from the order of the Void Knights.,1,true,false,false,0,0,453,2,-2,-1,-1,33467,-1,-1,-1,27166,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,620,88,188,0,3,-1,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,131,131,-1
33467,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33466,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33468,Void mage helm (l) (broken),A broken mage helm from the order of the Void Knights.,1,true,false,false,0,0,453,2,-2,-1,-1,33469,-1,-1,-1,27164,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,919,429,1660,0,1,5,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,127,127,-1
33469,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33468,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33470,Void mage helm (l) (mangled),A mangled mage helm from the order of the Void Knights.,1,true,false,false,0,0,453,2,-2,-1,-1,33471,-1,-1,-1,27164,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,919,429,1660,0,1,5,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,129,129,-1
33471,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33470,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33472,Void ranger helm (l) (broken),A broken ranger helm from the order of the Void Knights.,1,true,false,false,0,0,453,2,-2,-1,-1,33473,-1,-1,-1,27163,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,620,88,188,0,1,-1,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,131,131,-1
33473,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33472,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33474,Void ranger helm (l) (mangled),A mangled ranger helm from the order of the Void Knights.,1,true,false,false,0,0,453,2,-2,-1,-1,33475,-1,-1,-1,27163,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,620,88,188,0,1,-1,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,133,133,-1
33475,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33474,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33476,Void knight top (l) (broken),Broken torso armour from the order of the Void Knights.,1,true,false,false,0,0,6803,7,-2,-1,-1,33477,-1,-1,-1,15282,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,919,459,0,0,0,3,128,128,128,-25,0,43072>4550,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,129,129,-1
33477,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33476,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33478,Void knight top (l) (mangled),Mangled torso armour from the order of the Void Knights.,1,true,false,false,0,0,6803,7,-2,-1,-1,33479,-1,-1,-1,15282,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,919,459,0,0,0,3,128,128,128,-25,0,43072>4550,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,131,131,-1
33479,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33478,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33480,Elite void top (l) (broken),Broken superior torso armour from the order of the Void Knights.,1,true,false,false,0,0,6803,7,-2,-1,-1,33481,-1,-1,-1,29170,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1221,459,0,0,0,0,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,128,128,-1
33481,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33480,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33482,Elite void top (l) (mangled),Mangled superior torso armour from the order of the Void Knights.,1,true,false,false,0,0,6803,7,-2,-1,-1,33483,-1,-1,-1,29170,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1221,459,0,0,0,0,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,130,130,-1
33483,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33482,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33484,Void knight robe (l) (broken),Broken leg armour from the order of the Void Knights.,1,true,false,false,0,0,8164,0,-2,-1,-1,33485,-1,-1,-1,15281,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2022,408,0,0,0,0,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,116,116,-1
33485,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33484,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33486,Void knight robe (l) (mangled),Mangled leg armour from the order of the Void Knights.,1,true,false,false,0,0,8164,0,-2,-1,-1,33487,-1,-1,-1,15281,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2022,408,0,0,0,0,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,118,118,-1
33487,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33486,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33488,Elite void robe (l) (broken),Broken superior leg armour from the order of the Void Knights.,1,true,false,false,0,0,8164,8,-2,-1,-1,33489,-1,-1,-1,29171,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2105,525,0,0,0,-1,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,130,130,-1
33489,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33488,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33490,Elite void robe (l) (mangled),Mangled superior leg armour from the order of the Void Knights.,1,true,false,false,0,0,8164,8,-2,-1,-1,33491,-1,-1,-1,29171,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2105,525,0,0,0,-1,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,132,132,-1
33491,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33490,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33492,Void knight gloves (l) (broken),Broken gloves as used by the order of the Void Knights.,1,true,false,false,0,0,453,0,-2,-1,-1,33493,-1,-1,-1,2649,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,930,420,828,0,8,-8,128,128,128,-25,0,10004>43528,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,135,135,-1
33493,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33492,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33494,Void knight gloves (l) (mangled),Mangled gloves as used by the order of the Void Knights.,1,true,false,false,0,0,453,0,-2,-1,-1,33495,-1,-1,-1,2649,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,930,420,828,0,8,-8,128,128,128,-25,0,10004>43528,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,137,137,-1
33495,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33494,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
33496,Infernal max cape (l) (broken),This cape is broken.,1,true,false,false,0,0,453,27,-2,-1,-1,33497,-1,-1,-1,33145,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2232,687,27,0,0,-5,128,128,128,-25,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,295=1,93,93,-1
33497,null,,1,false,true,false,0,0,0,0,-2,-1,-1,33496,14401,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
