# 3rd/rsprot/gen/packet_versions.txt -- RSProt packet LAYOUT-VERSION ledger
#
# GENERATED FILE. Do not hand-edit.
#   generator : tools/rsprot_version_ledger.py
#   regenerate: python3 tools/rsprot_version_ledger.py
#   source    : /Users/matthewevers/Documents/git_repos/rsprot
#   revisions : osrs-221 .. osrs-239 (19 vendored)
#
# VERSION NUMBERS ARE APPEND-ONLY.
#   A (CLASS, DIR, HASH) triple keeps its VER forever. New layouts get the next
#   free number; existing numbers are never reassigned, renumbered or reused.
#   The generator aborts rather than change one, so C tables and generated
#   codecs can hard-code these numbers. Each class numbers its layouts 1..N in
#   ascending order of the revision that first introduced them.
#
# HASH is the first 12 hex digits of the SHA-256 of the normalised bodies of
# every function declared in the codec's .kt file, in source order: comments
# stripped, revision tokens folded to "osrsREV", whitespace collapsed. Nothing
# outside a function body contributes (no package, imports, class header, prot
# property or companion constants). Private same-file helpers ARE included --
# NpcHitEncoder.encode is a two-line dispatcher into pHits()/pHeadBars(), and an
# entry-point-only hash would report 1 layout for 221-236 instead of 16.
# A layout change living entirely in a CROSS-FILE helper (LoginBlockDecoder,
# PlayerInfo bit-packing, JagByteBuf) does NOT move this hash.
# HASH e3b0c44298fc is the empty body: a zero-payload packet
# (NoOpMessageEncoder) or a body-less interface declaration.
#
# DIR is RSProt-relative (RSProt is a server library):
#   out = *Encoder.kt = server -> client
#   in  = *Decoder.kt = client -> server
#
# REVS lists the revisions whose module contains that exact layout, as ranges
# (e.g. "221-230,233"). RETIRED means the layout is no longer present in any
# vendored revision; its number stays reserved.
#
# Columns are tab-separated:
#   CLASS  DIR  MODULE  VER  HASH  REVS
#
# SUMMARY
#   classes (class,dir pairs)  : 423
#     out (encoders)           : 278
#     in  (decoders)           : 145
#   distinct layouts           : 2490
#     out                      : 1616
#     in                       : 874
#   layouts per class          : min 1, max 19, mean 5.89
#   classes with 1 layout      : 198   (never change across their revisions)
#   classes changing every rev : 69
#   classes whose every layout : 348
#     is one contiguous run       (their C table row is a single range)
#   contiguous revision runs   : 2834
#     total, i.e. what a naive per-revision-run scheme would need. Deduplicating
#     recurring layouts by hash saves 344 codec bodies. Recurrence is real:
#     IfOpenTopEncoder cycles p2/p2Alt1/p2Alt2/p2Alt3 over 13 runs but only 4
#     distinct layouts, and revs 223-224 and 227-230 are byte-identical files.
CLASS	DIR	MODULE	VER	HASH	REVS
NpcHeadIconSpecificEncoder	out	desktop	12	3fb5f8ecbeb3	232
NpcHeadIconSpecificEncoder	out	desktop	13	2bda1a467152	233
NpcHeadIconSpecificEncoder	out	desktop	14	429a7bfc5532	234
NpcHeadIconSpecificEncoder	out	desktop	15	0edf9754fffb	235
NpcHeadIconSpecificEncoder	out	desktop	16	6225a7514c31	236
NpcHeadIconSpecificEncoder	out	desktop	17	6d1850d922e4	237
NpcHeadIconSpecificEncoder	out	desktop	18	5fee214830ee	238
NpcHeadIconSpecificEncoder	out	desktop	19	a9feb8ab4279	239
NpcHeadbarEncoder	out	desktop	1	238014f7e418	237
NpcHeadbarEncoder	out	desktop	2	0bd5ac163975	238
NpcHeadbarEncoder	out	desktop	3	d734513245be	239
NpcHitEncoder	out	desktop	1	bda522486abb	221
NpcHitEncoder	out	desktop	2	f512710b927f	222
NpcHitEncoder	out	desktop	3	5322a7b3fdc0	223
NpcHitEncoder	out	desktop	4	918b9ced69c6	224
NpcHitEncoder	out	desktop	5	a747fe5e6fd5	225
NpcHitEncoder	out	desktop	6	5e664b08ef4a	226
NpcHitEncoder	out	desktop	7	460e9b436908	227
NpcHitEncoder	out	desktop	8	1e27dc7665c0	228
NpcHitEncoder	out	desktop	9	a54512935ae1	229
NpcHitEncoder	out	desktop	10	ce9f8d38e8e9	230
NpcHitEncoder	out	desktop	11	10fd78b27f03	231
NpcHitEncoder	out	desktop	12	ce7a0e329750	232
NpcHitEncoder	out	desktop	13	fa98a4daa9f6	233
NpcHitEncoder	out	desktop	14	b0ae6f3dd34f	234
NpcHitEncoder	out	desktop	15	c8faf3cfef49	235
NpcHitEncoder	out	desktop	16	a869ccf165ae	236
NpcHitmarkEncoder	out	desktop	1	e426e2af071d	237
NpcHitmarkEncoder	out	desktop	2	b5cec0abe6b9	238
NpcHitmarkEncoder	out	desktop	3	a9d9a8c2a14c	239
NpcInfoLargeEncoder	out	desktop	1	0e81a24d70b3	221-225
NpcInfoLargeV5Encoder	out	desktop	1	0e81a24d70b3	226-239
NpcInfoSmallEncoder	out	desktop	1	0e81a24d70b3	221-225
NpcInfoSmallV5Encoder	out	desktop	1	0e81a24d70b3	226-239
NpcNameChangeEncoder	out	desktop	1	d40c5802f34b	221-239
NpcResolutionChangeEncoder	out	internal	1	e3b0c44298fc	221-239
NpcSayEncoder	out	desktop	1	a7a5a0fcdbf1	221-239
NpcSequenceEncoder	out	desktop	1	47cb2bc03b04	221-222,227
NpcSequenceEncoder	out	desktop	2	79a09ea8083c	223
NpcSequenceEncoder	out	desktop	3	148b0419af16	224,234
NpcSequenceEncoder	out	desktop	4	54193d758a98	225,233
NpcSequenceEncoder	out	desktop	5	a7b9b923ba2a	226,238
NpcSequenceEncoder	out	desktop	6	7c2e0fd70218	228
NpcSequenceEncoder	out	desktop	7	0a1a630ce143	229
NpcSequenceEncoder	out	desktop	8	27c13272bac4	230
NpcSequenceEncoder	out	desktop	9	c5a1c5b9261a	231,239
NpcSequenceEncoder	out	desktop	10	457eed73afef	232
NpcSequenceEncoder	out	desktop	11	bb4d2e9abcc1	235
NpcSequenceEncoder	out	desktop	12	bdf6a875da76	236
NpcSequenceEncoder	out	desktop	13	13d831d36462	237
NpcSpotAnimEncoder	out	desktop	1	4d042a5a1646	221
NpcSpotAnimEncoder	out	desktop	2	aa31547fd51c	222
NpcSpotAnimEncoder	out	desktop	3	28bdda58532b	223
NpcSpotAnimEncoder	out	desktop	4	a11f55483e57	224
NpcSpotAnimEncoder	out	desktop	5	c2713a22bfb1	225
NpcSpotAnimEncoder	out	desktop	6	6c3abf0ca3ad	226
NpcSpotAnimEncoder	out	desktop	7	9eb132e3c9c8	227
NpcSpotAnimEncoder	out	desktop	8	41f082eade46	228
NpcSpotAnimEncoder	out	desktop	9	5258edd64368	229
NpcSpotAnimEncoder	out	desktop	10	ad00df97d99e	230
NpcSpotAnimEncoder	out	desktop	11	96bec11506ca	231
NpcSpotAnimEncoder	out	desktop	12	d8e65c9e6f3f	232
NpcSpotAnimEncoder	out	desktop	13	9491abb1ee97	233
NpcSpotAnimEncoder	out	desktop	14	691f8087bc7c	234,239
NpcSpotAnimEncoder	out	desktop	15	05ab2a012def	235
NpcSpotAnimEncoder	out	desktop	16	c3c88e7e42ad	236
NpcSpotAnimEncoder	out	desktop	17	a7a6659ada08	237
NpcSpotAnimEncoder	out	desktop	18	679d48c3c1ad	238
NpcSpotAnimSpecificEncoder	out	desktop	1	71afff2acfa3	221
NpcSpotAnimSpecificEncoder	out	desktop	2	5b945a05d2db	222
NpcSpotAnimSpecificEncoder	out	desktop	3	ed3d075e3919	223
NpcSpotAnimSpecificEncoder	out	desktop	4	994646203fd9	224
NpcSpotAnimSpecificEncoder	out	desktop	5	984ab2c39c08	225
NpcSpotAnimSpecificEncoder	out	desktop	6	774f97921154	226
NpcSpotAnimSpecificEncoder	out	desktop	7	026ed5992d84	227
NpcSpotAnimSpecificEncoder	out	desktop	8	617eab9554e0	228
NpcSpotAnimSpecificEncoder	out	desktop	9	1b6f2a74d480	229
NpcSpotAnimSpecificEncoder	out	desktop	10	ac75ce7652eb	230
NpcSpotAnimSpecificEncoder	out	desktop	11	81fca2edb116	231
NpcSpotAnimSpecificEncoder	out	desktop	12	5aed9a64d51f	232
NpcSpotAnimSpecificEncoder	out	desktop	13	a14dd5582c0f	233
NpcSpotAnimSpecificEncoder	out	desktop	14	842ca7dbb922	234
NpcSpotAnimSpecificEncoder	out	desktop	15	b78f51a2d4b4	235
NpcSpotAnimSpecificEncoder	out	desktop	16	90492ebb7da1	236
NpcSpotAnimSpecificEncoder	out	desktop	17	e932deb18671	237
NpcSpotAnimSpecificEncoder	out	desktop	18	6494e2c8b23d	238
NpcSpotAnimSpecificEncoder	out	desktop	19	ed1788c2f514	239
NpcTintingEncoder	out	desktop	1	2198e5fc9382	221
NpcTintingEncoder	out	desktop	2	f88075f45bb1	222
NpcTintingEncoder	out	desktop	3	2c0aeecfe6e8	223
NpcTintingEncoder	out	desktop	4	f150f415136c	224
NpcTintingEncoder	out	desktop	5	c2ef3d5e39a7	225
NpcTintingEncoder	out	desktop	6	8010a4ce79a5	226
NpcTintingEncoder	out	desktop	7	af54ef937390	227
NpcTintingEncoder	out	desktop	8	337fec10d620	228
NpcTintingEncoder	out	desktop	9	2b625e78884c	229
NpcTintingEncoder	out	desktop	10	5ccf368983f2	230
NpcTintingEncoder	out	desktop	11	723751ec92d3	231
NpcTintingEncoder	out	desktop	12	f782bc73dd36	232
NpcTintingEncoder	out	desktop	13	c5e0eaa004c9	233
NpcTintingEncoder	out	desktop	14	4433c28659a7	234
NpcTintingEncoder	out	desktop	15	620c2db8889f	235
NpcTintingEncoder	out	desktop	16	cc8f0fc2fa51	236
NpcTintingEncoder	out	desktop	17	e7d49d5a2252	237
NpcTintingEncoder	out	desktop	18	c1c3b8cf4407	238
NpcTintingEncoder	out	desktop	19	e38a7dd09dc9	239
NpcTransformationEncoder	out	desktop	1	48ce0dbe14b2	221,223,227,232,234,238
NpcTransformationEncoder	out	desktop	2	a03ff31399ed	222,230,235,239
NpcTransformationEncoder	out	desktop	3	2f7d41f6a95a	224,226,228-229,231,233
NpcTransformationEncoder	out	desktop	4	712967e69c8e	225,236-237
NpcTransparencyEncoder	out	desktop	1	8c2897f43218	239
NpcVisibleOpsEncoder	out	desktop	1	35d0a03cfe7f	221,223,233,235
NpcVisibleOpsEncoder	out	desktop	2	7c19c66af250	222,224,226,237
NpcVisibleOpsEncoder	out	desktop	3	78a0a05083aa	225,236,238
NpcVisibleOpsEncoder	out	desktop	4	09fb987f4eba	227-232,234,239
ObjAddEncoder	out	desktop	1	11d012c8eed7	221
ObjAddEncoder	out	desktop	2	543f94ea93d6	222
ObjAddEncoder	out	desktop	3	1270fe99a515	223
ObjAddEncoder	out	desktop	4	d3ce78718f6f	224
ObjAddEncoder	out	desktop	5	a8b276988ad8	225
ObjAddEncoder	out	desktop	6	bb5f38a842d6	226
ObjAddEncoder	out	desktop	7	5fb2698318a1	227
ObjAddEncoder	out	desktop	8	81b2096560bf	228
ObjAddEncoder	out	desktop	9	f06b98fcc880	229
ObjAddEncoder	out	desktop	10	12d42041762c	230
ObjAddEncoder	out	desktop	11	d613a9308ff6	231
ObjAddEncoder	out	desktop	12	328406df61bd	232
ObjAddEncoder	out	desktop	13	309d7fca1594	233
ObjAddEncoder	out	desktop	14	cbb9c3ef9714	234
ObjAddEncoder	out	desktop	15	03e8605e2977	235
ObjAddEncoder	out	desktop	16	4136fe147955	236
ObjAddEncoder	out	desktop	17	e6c00985c2c9	237
ObjAddEncoder	out	desktop	18	965e711a409f	238
ObjAddEncoder	out	desktop	19	8730b3b7ec4f	239
ObjAddSpecificEncoder	out	desktop	1	686f81e280b6	232
ObjAddSpecificEncoder	out	desktop	2	c43cd7de1346	233
ObjAddSpecificEncoder	out	desktop	3	ba906d34390b	234
ObjAddSpecificEncoder	out	desktop	4	b7ed469d8559	235
ObjAddSpecificEncoder	out	desktop	5	e3a62b6ff160	236
ObjAddSpecificEncoder	out	desktop	6	2c83fbfce578	237
ObjAddSpecificEncoder	out	desktop	7	867060153f89	238
ObjAddSpecificEncoder	out	desktop	8	67e4a2ab6453	239
ObjCountEncoder	out	desktop	1	90c5a624be5b	221
ObjCountEncoder	out	desktop	2	674bca44826f	222
ObjCountEncoder	out	desktop	3	ccc51ac6f941	223
ObjCountEncoder	out	desktop	4	4f03cc6ef44a	224
ObjCountEncoder	out	desktop	5	fa9f9443a34f	225
ObjCountEncoder	out	desktop	6	c14b71c9cbf5	226
ObjCountEncoder	out	desktop	7	6bf50b375328	227
ObjCountEncoder	out	desktop	8	65e96fd4cf15	228
ObjCountEncoder	out	desktop	9	a37c17d13acc	229
ObjCountEncoder	out	desktop	10	8f4e5392900e	230
ObjCountEncoder	out	desktop	11	5ab58841030f	231
ObjCountEncoder	out	desktop	12	9b8ccfd1e665	232
ObjCountEncoder	out	desktop	13	6442caa3ccc7	233
ObjCountEncoder	out	desktop	14	3e48d6cd734f	234
ObjCountEncoder	out	desktop	15	2caa4b121d8d	235
ObjCountEncoder	out	desktop	16	59c24c31b51c	236
ObjCountEncoder	out	desktop	17	57cdacd4be25	237
ObjCountEncoder	out	desktop	18	bda31bfdc70a	238
ObjCountEncoder	out	desktop	19	54688a7ea321	239
ObjCountSpecificEncoder	out	desktop	1	2a8baa6d4dbc	232
ObjCountSpecificEncoder	out	desktop	2	1b165421fe06	233
ObjCountSpecificEncoder	out	desktop	3	98f10a2b9794	234
ObjCountSpecificEncoder	out	desktop	4	8d6b67d2afac	235
ObjCountSpecificEncoder	out	desktop	5	5354933ff0a4	236
ObjCountSpecificEncoder	out	desktop	6	ff965dc0fc45	237
ObjCountSpecificEncoder	out	desktop	7	d1ce080a0a89	238
ObjCountSpecificEncoder	out	desktop	8	639b1df8b887	239
ObjCustomiseEncoder	out	desktop	1	238bf2a4cc3f	226
ObjCustomiseEncoder	out	desktop	2	8e4e842b1761	227
ObjCustomiseEncoder	out	desktop	3	d036ae06ea4d	228
ObjCustomiseEncoder	out	desktop	4	425e77c66bdd	229
ObjCustomiseEncoder	out	desktop	5	473675627194	230
ObjCustomiseEncoder	out	desktop	6	2c0b261a5c96	231
ObjCustomiseEncoder	out	desktop	7	bfe39ae5a90b	232
ObjCustomiseEncoder	out	desktop	8	afb94f63aacf	233
ObjCustomiseEncoder	out	desktop	9	8978af9a80a8	234
ObjCustomiseEncoder	out	desktop	10	2a2d5ea2cec9	235
ObjCustomiseEncoder	out	desktop	11	334ef35a4e9b	236
ObjCustomiseEncoder	out	desktop	12	0e6af5e1f46c	237
ObjCustomiseEncoder	out	desktop	13	1cacad906063	238
ObjCustomiseEncoder	out	desktop	14	8a8a1411ed0c	239
ObjCustomiseSpecificEncoder	out	desktop	1	9843b124573f	232
ObjCustomiseSpecificEncoder	out	desktop	2	481e0fa1af87	233
ObjCustomiseSpecificEncoder	out	desktop	3	fb649d34933c	234
ObjCustomiseSpecificEncoder	out	desktop	4	c25ba99e7bef	235
ObjCustomiseSpecificEncoder	out	desktop	5	5aa26cadcfe7	236
ObjCustomiseSpecificEncoder	out	desktop	6	7d20a5bae04b	237
ObjCustomiseSpecificEncoder	out	desktop	7	f20e235fc476	238
ObjCustomiseSpecificEncoder	out	desktop	8	628e7ef38712	239
ObjDelEncoder	out	desktop	1	e8b13a1a69ff	221
ObjDelEncoder	out	desktop	2	74436ed4495c	222
ObjDelEncoder	out	desktop	3	0f55c4e19214	223
ObjDelEncoder	out	desktop	4	564548e7990b	224
ObjDelEncoder	out	desktop	5	57d427b60cd5	225
ObjDelEncoder	out	desktop	6	0ef0774b02f6	226
ObjDelEncoder	out	desktop	7	5e00dedf5643	227
ObjDelEncoder	out	desktop	8	962daff9d108	228,232
ObjDelEncoder	out	desktop	9	cce6e501761d	229
ObjDelEncoder	out	desktop	10	f80d3c7898ef	230,236
ObjDelEncoder	out	desktop	11	ca548a7bdada	231
ObjDelEncoder	out	desktop	12	7162ac8e6928	233
ObjDelEncoder	out	desktop	13	bb58d99802da	234
ObjDelEncoder	out	desktop	14	0aa6c6997242	235
ObjDelEncoder	out	desktop	15	76343b4bf6f9	237
ObjDelEncoder	out	desktop	16	e183a1b92acd	238
ObjDelEncoder	out	desktop	17	4760fe547755	239
ObjDelSpecificEncoder	out	desktop	1	2668ade35b91	232
ObjDelSpecificEncoder	out	desktop	2	b031cf386fd2	233
ObjDelSpecificEncoder	out	desktop	3	6f61e8bb072f	234
ObjDelSpecificEncoder	out	desktop	4	b9533e02b6ea	235
ObjDelSpecificEncoder	out	desktop	5	e58a933d350d	236
ObjDelSpecificEncoder	out	desktop	6	5f9eb3845fbe	237
ObjDelSpecificEncoder	out	desktop	7	2fbc4c2a82f6	238
ObjDelSpecificEncoder	out	desktop	8	1f2a17ab8121	239
ObjEnabledOpsEncoder	out	desktop	1	b2661300a82c	223
ObjEnabledOpsEncoder	out	desktop	2	36e333a0b424	224
ObjEnabledOpsEncoder	out	desktop	3	530986dc9e8f	225
ObjEnabledOpsEncoder	out	desktop	4	d2ccbfdd268d	226
ObjEnabledOpsEncoder	out	desktop	5	7a6ee288d578	227
ObjEnabledOpsEncoder	out	desktop	6	8106a80c61b2	228
ObjEnabledOpsEncoder	out	desktop	7	7a3f90dfb294	229
ObjEnabledOpsEncoder	out	desktop	8	a453b4a0c5f3	230
ObjEnabledOpsEncoder	out	desktop	9	a0ed27f872f9	231
ObjEnabledOpsEncoder	out	desktop	10	43c4d55af6a1	232
ObjEnabledOpsEncoder	out	desktop	11	81cf0b1c36fd	233
ObjEnabledOpsEncoder	out	desktop	12	c22c5e838fe6	234
ObjEnabledOpsEncoder	out	desktop	13	8db3fbdc25dd	235
ObjEnabledOpsEncoder	out	desktop	14	330c63a8a35a	236
ObjEnabledOpsEncoder	out	desktop	15	d33e16e44a18	237
ObjEnabledOpsEncoder	out	desktop	16	13dc825d66c9	238
ObjEnabledOpsEncoder	out	desktop	17	56eb27edf8f3	239
ObjEnabledOpsSpecificEncoder	out	desktop	1	090302f1dd82	232
ObjEnabledOpsSpecificEncoder	out	desktop	2	02d43bd6102f	233
ObjEnabledOpsSpecificEncoder	out	desktop	3	f00f2cfd125c	234
ObjEnabledOpsSpecificEncoder	out	desktop	4	6c949b3aa61f	235
ObjEnabledOpsSpecificEncoder	out	desktop	5	7b34783978e2	236
ObjEnabledOpsSpecificEncoder	out	desktop	6	2f4e7f91aab8	237
ObjEnabledOpsSpecificEncoder	out	desktop	7	4ae93750f929	238
ObjEnabledOpsSpecificEncoder	out	desktop	8	0a47c1046cff	239
ObjOpFilterEncoder	out	desktop	1	e4fa052b2922	221
ObjOpFilterEncoder	out	desktop	2	49aa648eb144	222
ObjUncustomiseEncoder	out	desktop	1	e4fd83cc57d6	226
ObjUncustomiseEncoder	out	desktop	2	c8567fea59ee	227
ObjUncustomiseEncoder	out	desktop	3	0c39951459a2	228
ObjUncustomiseEncoder	out	desktop	4	6f810754adfd	229
ObjUncustomiseEncoder	out	desktop	5	64cc64656329	230
ObjUncustomiseEncoder	out	desktop	6	d7f829938fdf	231
ObjUncustomiseEncoder	out	desktop	7	a32a5da85591	232
ObjUncustomiseEncoder	out	desktop	8	dce50fdb3390	233
ObjUncustomiseEncoder	out	desktop	9	710cb205e865	234
ObjUncustomiseEncoder	out	desktop	10	36d858bffa41	235
ObjUncustomiseEncoder	out	desktop	11	39675e95b501	236
ObjUncustomiseEncoder	out	desktop	12	8db1357e4020	237
ObjUncustomiseEncoder	out	desktop	13	637bc98ff95b	238
ObjUncustomiseEncoder	out	desktop	14	bc671296aea2	239
ObjUncustomiseSpecificEncoder	out	desktop	1	5586ecc4aa34	232
ObjUncustomiseSpecificEncoder	out	desktop	2	5dc3d5db7474	233
ObjUncustomiseSpecificEncoder	out	desktop	3	aca3a83cb642	234
ObjUncustomiseSpecificEncoder	out	desktop	4	5eba1a6c60df	235
ObjUncustomiseSpecificEncoder	out	desktop	5	09396af049a9	236
ObjUncustomiseSpecificEncoder	out	desktop	6	cf1637c29f91	237
ObjUncustomiseSpecificEncoder	out	desktop	7	f3f0fd6333c5	238
ObjUncustomiseSpecificEncoder	out	desktop	8	55cf55f13bed	239
OculusSyncEncoder	out	desktop	1	ab02534ca526	221-239
OkLoginResponseEncoder	out	shared	1	d819059fb049	221-239
OnDemandExtendedInfoEncoder	out	internal	1	e3b0c44298fc	221-239
OpLoc1Decoder	in	desktop	1	4386d2ea524d	221
OpLoc1Decoder	in	desktop	2	3d4a872f098e	222
OpLoc1Decoder	in	desktop	3	f466c97dd1e1	223
OpLoc1Decoder	in	desktop	4	28d527c48135	224
OpLoc1Decoder	in	desktop	5	c173da262f5d	225
OpLoc1Decoder	in	desktop	6	5066c1649815	226
OpLoc1Decoder	in	desktop	7	7c4cdc0440df	227
OpLoc1Decoder	in	desktop	8	8c5d17fb97dc	228
OpLoc1Decoder	in	desktop	9	f75c9e996168	229
OpLoc1Decoder	in	desktop	10	5239c7df4b86	230
OpLoc1Decoder	in	desktop	11	d00f61cd8f84	231
OpLoc1Decoder	in	desktop	12	9974795e095a	232
OpLoc1Decoder	in	desktop	13	1251ee17a4be	233
OpLoc1Decoder	in	desktop	14	ef5b2f8769c1	234
OpLoc1Decoder	in	desktop	15	998ea1c68bfd	235
OpLoc1Decoder	in	desktop	16	1a9b7ab68009	236
OpLoc1V1Decoder	in	desktop	1	67845db02c56	237
OpLoc1V2Decoder	in	desktop	1	fe74375dabc2	237
OpLoc1V2Decoder	in	desktop	2	d785d81edf08	238
OpLoc1V2Decoder	in	desktop	3	6019630ff0a8	239
OpLoc2Decoder	in	desktop	1	f7752081a750	221
OpLoc2Decoder	in	desktop	2	dd44fc95bff5	222
OpLoc2Decoder	in	desktop	3	1144f41be643	223
OpLoc2Decoder	in	desktop	4	26630fc56959	224
OpLoc2Decoder	in	desktop	5	7832e206fa9c	225
OpLoc2Decoder	in	desktop	6	cb10591a0f87	226
OpLoc2Decoder	in	desktop	7	81f99957aa8c	227
OpLoc2Decoder	in	desktop	8	183060f398d1	228
OpLoc2Decoder	in	desktop	9	5c4adb8b1d52	229
OpLoc2Decoder	in	desktop	10	ab76d02ed771	230
OpLoc2Decoder	in	desktop	11	c815653a6e99	231
OpLoc2Decoder	in	desktop	12	78276eb1afbe	232
OpLoc2Decoder	in	desktop	13	f95dbce9e885	233
OpLoc2Decoder	in	desktop	14	312bbce4df33	234
OpLoc2Decoder	in	desktop	15	13a437baf220	235
OpLoc2Decoder	in	desktop	16	0df5d8a7e00e	236
OpLoc2V1Decoder	in	desktop	1	31015a6c304c	237
OpLoc2V2Decoder	in	desktop	1	987402688ee1	237
OpLoc2V2Decoder	in	desktop	2	2b12964a204f	238
OpLoc2V2Decoder	in	desktop	3	afc7f5268bf9	239
OpLoc3Decoder	in	desktop	1	818f6ae81561	221
OpLoc3Decoder	in	desktop	2	5b7d1795d991	222
OpLoc3Decoder	in	desktop	3	c614212defc0	223
OpLoc3Decoder	in	desktop	4	f191886300f9	224
OpLoc3Decoder	in	desktop	5	dfc40c3cb8c5	225
OpLoc3Decoder	in	desktop	6	4154b3588ece	226
OpLoc3Decoder	in	desktop	7	52e1ae36915a	227
OpLoc3Decoder	in	desktop	8	8a9480a18766	228
OpLoc3Decoder	in	desktop	9	280e57b4bbc7	229
OpLoc3Decoder	in	desktop	10	db6bf04f6942	230
OpLoc3Decoder	in	desktop	11	71ea37fcff1e	231
OpLoc3Decoder	in	desktop	12	18c22069db62	232
OpLoc3Decoder	in	desktop	13	7b50c9387ebb	233
OpLoc3Decoder	in	desktop	14	8b9cd7137c22	234
OpLoc3Decoder	in	desktop	15	3adc4eaa4745	235
OpLoc3Decoder	in	desktop	16	96f277765a95	236
OpLoc3V1Decoder	in	desktop	1	98bafbfb0fa1	237
OpLoc3V2Decoder	in	desktop	1	36cfd9ae0bc0	237
OpLoc3V2Decoder	in	desktop	2	485f91bb4d6f	238
OpLoc3V2Decoder	in	desktop	3	8362906388aa	239
OpLoc4Decoder	in	desktop	1	5352b87172ec	221
OpLoc4Decoder	in	desktop	2	a96fa4d231a3	222
OpLoc4Decoder	in	desktop	3	b73f0af2f3ed	223
OpLoc4Decoder	in	desktop	4	b6c23deeb66a	224
OpLoc4Decoder	in	desktop	5	b779876e0bf0	225
OpLoc4Decoder	in	desktop	6	2f8ac2ea6a13	226
OpLoc4Decoder	in	desktop	7	70386f9697b2	227
OpLoc4Decoder	in	desktop	8	745e3ce7652d	228
OpLoc4Decoder	in	desktop	9	3b79b2725bee	229
OpLoc4Decoder	in	desktop	10	d7c5921c1874	230
OpLoc4Decoder	in	desktop	11	b920ce96e099	231
OpLoc4Decoder	in	desktop	12	0302eb876ace	232
OpLoc4Decoder	in	desktop	13	e8a7b76d2303	233
OpLoc4Decoder	in	desktop	14	d43354f4c352	234
OpLoc4Decoder	in	desktop	15	116ced43892c	235
OpLoc4Decoder	in	desktop	16	e3e4e0c1da4e	236
OpLoc4V1Decoder	in	desktop	1	a76ef66cc73c	237
OpLoc4V2Decoder	in	desktop	1	8d07b91fb0bd	237
OpLoc4V2Decoder	in	desktop	2	aa52a2747a2e	238
OpLoc4V2Decoder	in	desktop	3	9c65138f1f2e	239
OpLoc5Decoder	in	desktop	1	505aa321422d	221
OpLoc5Decoder	in	desktop	2	943423d83153	222
OpLoc5Decoder	in	desktop	3	929818be4046	223
OpLoc5Decoder	in	desktop	4	f45a1b31ef2a	224
OpLoc5Decoder	in	desktop	5	221820317c1e	225
OpLoc5Decoder	in	desktop	6	3276bb1d3bcb	226
OpLoc5Decoder	in	desktop	7	390cfdc05061	227
OpLoc5Decoder	in	desktop	8	244b83f3f238	228
OpLoc5Decoder	in	desktop	9	6b6ea0e55d10	229
OpLoc5Decoder	in	desktop	10	5894a70f5a88	230
OpLoc5Decoder	in	desktop	11	a97e1b113203	231
OpLoc5Decoder	in	desktop	12	22dab33a69dc	232
OpLoc5Decoder	in	desktop	13	f44041faa621	233
OpLoc5Decoder	in	desktop	14	c7ac2a0924ee	234
OpLoc5Decoder	in	desktop	15	e9b1bf6b1387	235
OpLoc5Decoder	in	desktop	16	5925bbde6e35	236
OpLoc5V1Decoder	in	desktop	1	ab99b2b1c65c	237
OpLoc5V2Decoder	in	desktop	1	a7fac7b5ffc7	237
OpLoc5V2Decoder	in	desktop	2	c5acd30a8ede	238
OpLoc5V2Decoder	in	desktop	3	a45b76b57ebf	239
OpLoc6Decoder	in	desktop	1	8ab1ba041eee	221,224,230,238
OpLoc6Decoder	in	desktop	2	e414af297a72	222,226-227,229,231,233-234,239
OpLoc6Decoder	in	desktop	3	b460aa1e2568	223,228,235-236
OpLoc6Decoder	in	desktop	4	526ea0a5f452	225,232,237
OpLocTDecoder	in	desktop	1	43968ceb4ed3	221
OpLocTDecoder	in	desktop	2	a9f642a0d710	222
OpLocTDecoder	in	desktop	3	d56357448f66	223
OpLocTDecoder	in	desktop	4	cf1230dd0853	224
OpLocTDecoder	in	desktop	5	f43a4f9b330f	225
OpLocTDecoder	in	desktop	6	7abe9a6a1658	226
OpLocTDecoder	in	desktop	7	e16a588622bd	227
OpLocTDecoder	in	desktop	8	9e1de59d0de8	228
OpLocTDecoder	in	desktop	9	ee9e93f71192	229
OpLocTDecoder	in	desktop	10	072b9e352e7f	230
OpLocTDecoder	in	desktop	11	dd5861d61ee0	231
OpLocTDecoder	in	desktop	12	e3265acd18fa	232
OpLocTDecoder	in	desktop	13	b2b9a3977e03	233
OpLocTDecoder	in	desktop	14	43aabce26ec8	234
OpLocTDecoder	in	desktop	15	1edd2495f707	235
OpLocTDecoder	in	desktop	16	c3b72bff608d	236
OpLocTDecoder	in	desktop	17	24d1cce858c8	237
OpLocTDecoder	in	desktop	18	97ec82eb8525	238
OpLocTDecoder	in	desktop	19	892f8d48746d	239
OpNpc1Decoder	in	desktop	1	9cdd1669ba0b	221,233
OpNpc1Decoder	in	desktop	2	04074700d199	222
OpNpc1Decoder	in	desktop	3	547b75c67a6d	223
OpNpc1Decoder	in	desktop	4	7ca2376f2192	224
OpNpc1Decoder	in	desktop	5	840cb939f511	225
OpNpc1Decoder	in	desktop	6	6245cd0481f7	226
OpNpc1Decoder	in	desktop	7	ac00738af942	227
OpNpc1Decoder	in	desktop	8	55da8413a951	228
