switch_type,switch_name,shell_count,variant_count,spawned_in_world,spawned_shell_bases,content_ref_count,sample_content_refs
varbit,quetzal_outerfortis,1,5,no,,0,
varbit,quetzal_colosseum,1,5,no,,0,
varbit,frog_quest_patch_unlocked,1,2,no,,5,quests/quest_ribbitingtale/scripts/ribbitingtale.rs2:334; quests/quest_ribbitingtale/scripts/ribbitingtale.rs2:383; quests/quest_ribbitingtale/scripts/ribbitingtale.rs2:402
varbit,vmq4_attala_cam_torum_market_vis,1,1,no,,0,
varbit,varlamore_thieving_house_stranger_met,1,2,no,,0,
varbit,wildy_zombie_pirate_friendly_intro_chat,1,3,no,,0,
varbit,wgs_hazelmere_vis_house_inverse,1,1,no,,0,
varbit,wgs_akrisae_vis,1,1,no,,0,
varbit,wgs_spyvis,1,2,no,,0,
varbit,wgs,1,6,no,,100,quests/quest_whileguthixsleeps/scripts/wgs_quest.rs2:86; quests/quest_whileguthixsleeps/scripts/wgs_quest.rs2:90; quests/quest_whileguthixsleeps/scripts/wgs_quest.rs2:102
varbit,wgs_hazelmere_vis_falador,1,1,no,,0,
varbit,quetzal_aldarin,1,5,no,,0,
varbit,quetzal_quetzacalligorge,1,5,no,,0,
varbit,quetzal_salvageroverlook,1,5,no,,1,quests/quest_heartofdarkness/scripts/heartofdarkness.rs2:154
varbit,vmq4_servius_palace_vis,1,1,no,,0,
varbit,mm_met_supervisor,1,2,no,,0,
varbit,varlamore_wyrm_agility_met_guide,1,2,no,,0,
varbit,hw24_main,1,9,no,,0,
varbit,yama_imp_contract_signed,1,3,no,,0,
varbit,vmq4_sun_puzzle_itzla_state,1,2,no,,0,
varbit,scrambled_egg_vis,1,1,no,,0,
varbit,ent_totems_site_1_multianimal_a_1,1,1,no,,0,
varbit,ent_totems_site_1_multianimal_b_1,1,1,no,,0,
varbit,ent_totems_site_1_multianimal_c_1,1,1,no,,0,
varbit,ent_totems_site_1_multianimal_d_1,1,1,no,,0,
varbit,ent_totems_site_1_multianimal_e_1,1,1,no,,0,
varbit,ent_totems_site_2_multianimal_a_1,1,1,no,,0,
varbit,ent_totems_site_2_multianimal_b_1,1,1,no,,0,
varbit,ent_totems_site_2_multianimal_c_1,1,1,no,,0,
varbit,ent_totems_site_2_multianimal_d_1,1,1,no,,0,
varbit,ent_totems_site_2_multianimal_e_1,1,1,no,,0,
varbit,ent_totems_site_3_multianimal_a_1,1,1,no,,0,
varbit,ent_totems_site_3_multianimal_b_1,1,1,no,,0,
varbit,ent_totems_site_3_multianimal_c_1,1,1,no,,0,
varbit,ent_totems_site_3_multianimal_d_1,1,1,no,,0,
varbit,ent_totems_site_3_multianimal_e_1,1,1,no,,0,
varbit,ent_totems_site_4_multianimal_a_1,1,1,no,,0,
varbit,ent_totems_site_4_multianimal_b_1,1,1,no,,0,
varbit,ent_totems_site_4_multianimal_c_1,1,1,no,,0,
varbit,ent_totems_site_4_multianimal_d_1,1,1,no,,0,
varbit,ent_totems_site_4_multianimal_e_1,1,1,no,,0,
varbit,ent_totems_site_5_multianimal_a_1,1,1,no,,0,
varbit,ent_totems_site_5_multianimal_b_1,1,1,no,,0,
varbit,ent_totems_site_5_multianimal_c_1,1,1,no,,0,
varbit,ent_totems_site_5_multianimal_d_1,1,1,no,,0,
varbit,ent_totems_site_5_multianimal_e_1,1,1,no,,0,
varbit,ent_totems_site_6_multianimal_a_1,1,1,no,,0,
varbit,ent_totems_site_6_multianimal_b_1,1,1,no,,0,
varbit,ent_totems_site_6_multianimal_c_1,1,1,no,,0,
varbit,ent_totems_site_6_multianimal_d_1,1,1,no,,0,
varbit,ent_totems_site_6_multianimal_e_1,1,1,no,,0,
varbit,ent_totems_site_7_multianimal_a_1,1,1,no,,0,
varbit,ent_totems_site_7_multianimal_b_1,1,1,no,,0,
varbit,ent_totems_site_7_multianimal_c_1,1,1,no,,0,
varbit,ent_totems_site_7_multianimal_d_1,1,1,no,,0,
varbit,ent_totems_site_7_multianimal_e_1,1,1,no,,0,
varbit,ent_totems_site_8_multianimal_a_1,1,1,no,,0,
varbit,ent_totems_site_8_multianimal_b_1,1,1,no,,0,
varbit,ent_totems_site_8_multianimal_c_1,1,1,no,,0,
varbit,ent_totems_site_8_multianimal_d_1,1,1,no,,0,
varbit,ent_totems_site_8_multianimal_e_1,1,1,no,,0,
varbit,ent_totems_site_1_trail_buff_active,1,3,no,,0,
varbit,ent_totems_site_2_trail_buff_active,1,3,no,,0,
varbit,ent_totems_site_3_trail_buff_active,1,3,no,,0,
varbit,ent_totems_site_4_trail_buff_active,1,3,no,,0,
varbit,ent_totems_site_5_trail_buff_active,1,3,no,,0,
varbit,ent_totems_site_6_trail_buff_active,1,3,no,,0,
varbit,ent_totems_site_7_trail_buff_active,1,3,no,,0,
varbit,ent_totems_site_8_trail_buff_active,1,3,no,,0,
varbit,quetzal_talteklan,1,5,no,,0,
varbit,quetzal_auburnvalley,1,5,no,,0,
varbit,quetzal_kastori,1,5,no,,0,
varbit,events_shop_owner_met,1,2,no,,0,
varbit,tt_free_shield,1,3,no,,0,
varbit,port_roberts_in_jail,1,3,no,,0,
varbit,current_affairs,1,36,no,,60,quests/quest_currentaffairs/scripts/currentaffairs.rs2:28; quests/quest_currentaffairs/scripts/currentaffairs.rs2:44; quests/quest_currentaffairs/scripts/currentaffairs.rs2:46
varbit,floopa_conch_vis,1,2,no,,0,
varbit,trr_parrot,1,3,no,,0,
varbit,conch_coral_patches_unlocked,1,2,no,,0,
varbit,sailing_bt_jubbly_jive_master_state,1,3,no,,0,
varbit,sailing_bt_gwenith_glide_master_state,1,3,no,,0,
varbit,sailing_chance_encounters_clam_state,1,3,no,,0,
varbit,sailing_charting_tutor_met,1,2,no,,0,
varbit,sailing_crew_generic_2_visibility,1,2,no,,0,
varbit,sailing_crew_ghost_jenkins_visibility_crandor,1,1,no,,0,
varbit,sailing_crew_ghost_jenkins_visibility_control,1,1,no,,0,
varbit,sleve_mcdichael_met,1,2,no,,0,
varbit,deepfin_dwarf_durrik_met,1,2,no,,0,
varbit,cowquest,1,20,no,,80,quests/quest_idesofmilk/scripts/idesofmilk_locs.rs2:5; quests/quest_idesofmilk/scripts/idesofmilk_locs.rs2:19; quests/quest_idesofmilk/scripts/idesofmilk_locs.rs2:20
varbit,equipment_activity_locked_temp,1,1,no,,0,
varbit,bucket_aranei_met,1,2,no,,0,
varbit,vampyrium_gravestone_aranei_met,1,2,no,,0,
varbit,vampyrium_venator_aranei_met,1,2,no,,0,
varbit,myq6_sarius_guile_vis,1,1,no,,0,
