id,name,combat_level,size,footprint_size,height,category,is_interactable,is_minimap_visible,is_pet,has_render_priority,render_priority,rotation_flag,low_priority_follower_ops,rotation_speed,width_scale,height_scale,ambient,contrast,stat_74,stat_75,stat_76,stat_77,stat_78,stat_79,varbit_id,varp_index,configs,op1,op2,op3,op4,op5,models,chathead_models,recolors,retextures,bas_type_id,anim_stand,anim_walk,anim_run,anim_idle_rot_left,anim_idle_rot_right,anim_rot180,anim_rot_left,anim_rot_right,anim_run_rot180,anim_run_rot_left,anim_run_rot_right,anim_crawl,anim_crawl_rot180,anim_crawl_rot_left,anim_crawl_rot_right,sound_idle,sound_crawl,sound_walk,sound_run,sound_radius,ambient_sound_volume,head_icons,params,record_bytes,decoded_bytes,stop_opcode
10619,Skeleton,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,4954,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,20,20,-1
10620,Skeleton,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,4954,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,20,20,-1
10621,Skeleton,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,4954,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,20,20,-1
10622,Skeleton,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,4954,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,20,20,-1
10623,Skeleton,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,4954,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,20,20,-1
10624,Skeleton,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,4954,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,20,20,-1
10625,Skeleton,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,4954,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,20,20,-1
10626,Skeleton,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,4954,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,20,20,-1
10627,Skeleton,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,4954,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,20,20,-1
10628,Skeleton,0,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,,,,,4954,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,,20,20,-1
10629,Skeleton,15,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21168 21178 21159 21157 21182 21201 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=0;7=-5;6=30;5=50;8=-5;9=40,113,113,-1
10630,Skeleton,15,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21170 21177 21160 21157 21180 21201 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=0;7=13;6=54;5=64;8=-8;9=55,113,113,-1
10631,Skeleton,15,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21169 21159 21157 21181 21199 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=70;7=10;6=48;5=59;8=-7;9=50,111,111,-1
10632,Skeleton,15,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21175 21177 21161 21156 21181 21200 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=70;7=5;6=49;5=67;8=-7;9=58,113,113,-1
10633,Skeleton,23,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21169 21161 21158 21180 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=0;7=-5;6=33;5=55;8=-5;9=44,109,109,-1
10634,Skeleton,23,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21170 21177 21159 21156 21181 21204 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=160;7=-2;6=39;5=60;8=-6;9=49,113,113,-1
10635,Skeleton,23,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21169 21160 21156 21180 21200 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=0;7=10;6=51;5=64;8=-7;9=54,111,111,-1
10636,Skeleton,23,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21175 21179 21160 21156 21182 21199 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=150;7=5;6=52;5=72;8=-7;9=62,113,113,-1
10637,Skeleton,33,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21170 21177 21159 21157 21180 21201 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=0;7=-2;6=42;5=66;8=-6;9=53,113,113,-1
10638,Skeleton,33,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21170 21178 21160 21157 21181 21202 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=140;7=-2;6=42;5=66;8=-6;9=53,113,113,-1
10639,Skeleton,33,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21170 21179 21159 21157 21180 21202 21186,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=140;7=48;6=103;5=101;8=-10;9=105,113,113,-1
10640,Skeleton,33,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21174 21177 21161 21157 21182 21205 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=70;7=17;6=77;5=97;8=-8;9=86,113,113,-1
10641,Skeleton,33,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21175 21178 21159 21156 21180 21199 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=150;7=5;6=55;5=78;8=-7;9=66,113,113,-1
10642,Skeleton,42,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21168 21179 21161 21156 21182 21205 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=240;7=-5;6=39;5=67;8=-5;9=52,113,113,-1
10643,Skeleton,42,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21170 21177 21160 21157 21180 21201 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=0;7=13;6=63;5=81;8=-8;9=67,113,113,-1
10644,Skeleton,42,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21173 21177 21161 21157 21180 21204 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=510;7=5;6=58;5=84;8=-7;9=70,113,113,-1
10645,Skeleton,42,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21168 21177 21159 21156 21180 21205 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=240;7=10;6=57;5=76;8=-7;9=62,113,113,-1
10646,Skeleton,58,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21175 21178 21160 21157 21181 21201 21186,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=0;7=55;6=122;5=126;8=-11;9=127,113,113,-1
10647,Skeleton,58,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21170 21179 21160 21157 21182 21200 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=160;7=-2;6=48;5=79;8=-6;9=62,113,113,-1
10648,Skeleton,58,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21171 21177 21159 21157 21182 21199 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=280;7=5;6=61;5=91;8=-7;9=75,113,113,-1
10649,Skeleton,58,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21168 21177 21159 21157 21182 21202 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=140;7=-5;6=42;5=74;8=-5;9=57,113,113,-1
10650,Skeleton,75,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21168 21177 21161 21156 21182 21199 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=280;7=10;6=64;5=91;8=-7;9=67,113,113,-1
10651,Skeleton,75,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21174 21179 21160 21157 21182 21200 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=450;7=17;6=87;5=118;8=-8;9=109,113,113,-1
10652,Skeleton,75,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21169 21161 21157 21180 21199 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=630;7=10;6=64;5=91;8=-7;9=67,111,111,-1
10653,Skeleton,75,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21168 21179 21159 21157 21180 21202 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=620;7=-5;6=46;5=82;8=-5;9=57,113,113,-1
10654,Skeleton,97,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21170 21179 21159 21156 21180 21205 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=630;7=10;6=68;5=100;8=-7;9=78,113,113,-1
10655,Skeleton,97,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21175 21178 21159 21157 21181 21200 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=450;7=5;6=69;5=108;8=-7;9=86,113,113,-1
10656,Skeleton,97,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21173 21179 21161 21156 21181 21199 21186,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=630;7=55;6=130;5=143;8=-11;9=138,113,113,-1
10657,Skeleton,97,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21174 21179 21161 21156 21181 21202 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=620;7=17;6=91;5=127;8=-8;9=106,113,113,-1
10658,Skeleton,122,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21170 21179 21161 21156 21180 21199 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=970;7=-2;6=60;5=106;8=-6;9=79,113,113,-1
10659,Skeleton,122,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21168 21177 21161 21157 21182 21205 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=630;7=10;6=72;5=110;8=-7;9=84,113,113,-1
10660,Skeleton,122,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21175 21179 21160 21157 21181 21200 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=450;7=5;6=73;5=118;8=-7;9=92,113,113,-1
10661,Skeleton,122,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21169 21161 21157 21182 21202 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=620;7=-5;6=54;5=101;8=-5;9=74,111,111,-1
10662,Skeleton,154,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21173 21178 21159 21156 21182 21204 21186,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=1040;7=55;6=138;5=174;8=-11;9=151,113,113,-1
10663,Skeleton,154,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21168 21177 21161 21156 21180 21205 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=630;7=10;6=76;5=130;8=-7;9=91,113,113,-1
10664,Skeleton,154,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21174 21179 21160 21157 21181 21202 21186,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=960;7=67;6=160;5=183;8=-12;9=171,113,113,-1
10665,Skeleton,154,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21174 21178 21159 21157 21182 21200 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=450;7=17;6=99;5=148;8=-7;9=119,113,113,-1
10666,Skeleton,178,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21173 21178 21160 21156 21180 21204 21186,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=1040;7=55;6=138;5=174;8=-11;9=151,113,113,-1
10667,Skeleton,178,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21168 21177 21160 21156 21180 21205 21187,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=4;641=630;7=10;6=76;5=130;8=-7;9=91,113,113,-1
10668,Skeleton,178,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21174 21179 21160 21157 21182 21202 21186,,,,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=960;7=67;6=160;5=183;8=-12;9=171,113,113,-1
10669,Skeleton,178,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21174 21178 21159 21157 21181 21200 21188,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;641=450;7=17;6=99;5=148;8=-7;9=119,113,113,-1
10670,Skeleton,13,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,34398,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=3;4=10;643=50;7=-5;6=30;5=50;8=-5;9=40,111,111,-1
10671,Skeleton,19,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,34398,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=3;4=14;643=80;7=-5;6=33;5=55;8=-5;9=44,111,111,-1
10672,Skeleton,26,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,34398,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=3;4=19;643=130;7=-5;6=36;5=61;8=-5;9=48,111,111,-1
10673,Skeleton,37,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,34398,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=3;4=23;643=160;7=-5;6=39;5=67;8=-5;9=52,111,111,-1
10674,Skeleton,48,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,34398,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=3;4=27;643=190;7=-5;6=42;5=74;8=-5;9=57,111,111,-1
10675,Skeleton,60,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,34398,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=3;4=33;643=230;7=-5;6=46;5=82;8=-5;9=62,111,111,-1
10676,Skeleton,72,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,34398,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=3;4=37;643=260;7=-5;6=50;5=91;8=-5;9=68,111,111,-1
10677,Skeleton,85,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,34398,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=3;4=44;643=300;7=-5;6=54;5=101;8=-5;9=74,111,111,-1
10678,Skeleton,99,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,34398,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=3;4=51;643=360;7=-5;6=58;5=112;8=-5;9=81,111,111,-1
10679,Skeleton,111,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,34398,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=3;4=54;643=390;7=-5;6=58;5=112;8=-5;9=81,111,111,-1
10680,Skeleton,120,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,34398,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=3;4=58;643=410;7=-5;6=58;5=112;8=-5;9=81,111,111,-1
10681,Skeleton,136,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,34398,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=3;4=58;643=410;7=-5;6=58;5=112;8=-5;9=81,111,111,-1
10682,Skeleton,11,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21193,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;3=10;965=500;7=6;6=30;5=50;8=5;9=40,109,109,-1
10683,Skeleton,17,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21193,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;3=14;965=800;7=8;6=33;5=55;8=9;9=40,109,109,-1
10684,Skeleton,26,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21193,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;3=18;965=800;7=10;6=36;5=61;8=13;9=40,109,109,-1
10685,Skeleton,34,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21193,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;3=21;965=800;7=13;6=39;5=67;8=16;9=40,109,109,-1
10686,Skeleton,42,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21193,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;3=24;965=900;7=16;6=42;5=74;8=19;9=40,109,109,-1
10687,Skeleton,51,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21193,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;3=28;965=900;7=20;6=46;5=82;8=23;9=40,109,109,-1
10688,Skeleton,64,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21193,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;3=34;965=850;7=25;6=50;5=91;8=29;9=40,109,109,-1
10689,Skeleton,77,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21193,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;3=40;965=850;7=31;6=54;5=101;8=35;9=40,109,109,-1
10690,Skeleton,85,1,-1,-1,0,true,true,false,false,0,true,false,32,128,128,0,0,1,1,1,1,1,1,-1,-1,,,Attack,Mark,,,21193,,,,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,255,,14=5;3=47;965=1000;7=37;6=58;5=112;8=42;9=40,109,109,-1
